regime,naive_cost,break_even_cost,review_cost,ours_cost,escalation_rate,beats_naive
target_0.02_realistic,1.156,0.9684466019417476,2.6759708737864076,1.1881893203883496,0.03706666666666667,False
target_0.02_realistic,1.156,0.9684466019417476,2.7014563106796117,1.1891339805825243,0.03706666666666667,False
target_0.02_realistic,1.156,0.9684466019417476,2.7269417475728153,1.190078640776699,0.03706666666666667,False
target_0.02_realistic,1.156,0.9684466019417476,2.7524271844660193,1.1910233009708737,0.03706666666666667,False
target_0.02_realistic,1.156,0.9684466019417476,2.7779126213592233,1.1914123786407766,0.03686666666666667,False
target_0.02_realistic,1.156,0.9684466019417476,2.803398058252427,1.193881067961165,0.019933333333333334,False
target_0.02_realistic,1.156,0.9684466019417476,2.828883495145631,1.1926917475728156,0.019333333333333334,False
target_0.02_realistic,1.156,0.9684466019417476,2.854368932038835,1.194421359223301,0.0026000000000000007,False
target_0.02_realistic,1.156,0.9684466019417476,2.8798543689320386,1.2521837378640777,0.0018000000000000002,False
target_0.02_realistic,1.156,0.9684466019417476,2.9053398058252426,1.247581067961165,0.0002,False
target_0.02_realistic,1.156,0.9684466019417476,2.9308252427184467,1.2469999999999999,0.0,False
target_0.02_realistic,1.156,0.9684466019417476,2.9563106796116503,1.2469999999999999,0.0,False
target_0.02_realistic,1.156,0.9684466019417476,2.9817961165048543,1.2469999999999999,0.0,False
target_0.02_realistic,1.156,0.9684466019417476,3.0072815533980584,1.2469999999999999,0.0,False
target_0.02_realistic,1.156,0.9684466019417476,3.032766990291262,1.2469999999999999,0.0,False
target_0.02_realistic,1.156,0.9684466019417476,3.058252427184466,1.2469999999999999,0.0,False
